"REF_DATE","GEO","DGUID","Economic family type","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","158600","C","","","0"
"2019","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","166700","C","","","0"
"2020","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","160100","C","","","0"
"2021","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","159500","C","","","0"
"2022","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","158900","B","","","0"
"2023","Calgary, Alberta","2021S0503825","Couples with children","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432391","19.8.1.4","157800","C","","","0"
"2000","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","158100","D","","","0"
"2001","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","164300","D","","","0"
"2002","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","174200","D","","","0"
"2003","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","189200","D","","","0"
"2004","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","172600","D","","","0"
"2005","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","166800","D","","","0"
"2006","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","191600","D","","","0"
"2007","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","192100","C","","","0"
"2008","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","211600","D","","","0"
"2009","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","218300","C","","","0"
"2010","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","217000","D","","","0"
"2011","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","231600","D","","","0"
"2012","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","174400","C","","","0"
"2013","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","225300","D","","","0"
"2014","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","214800","D","","","0"
"2015","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","189000","E","","","0"
"2016","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","214300","D","","","0"
"2017","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","197400","D","","","0"
"2018","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","177900","C","","","0"
"2019","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","212400","D","","","0"
"2020","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","190600","D","","","0"
"2021","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","233600","D","","","0"
"2022","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","192700","C","","","0"
"2023","Calgary, Alberta","2021S0503825","Couples with other relatives","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432451","19.9.1.4","183900","C","","","0"
"2000","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","63400","E","","","0"
"2001","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","68200","D","","","0"
"2002","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","52400","D","","","0"
"2003","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","53300","E","","","0"
"2004","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","47500","E","","","0"
"2005","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","72100","E","","","0"
"2006","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","","F","","","0"
"2007","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","69500","E","","","0"
"2008","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","","F","","","0"
"2009","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","69800","E","","","0"
"2010","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","","F","","","0"
"2011","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","55200","E","","","0"
"2012","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","78300","E","","","0"
"2013","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","64900","E","","","0"
"2014","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","","F","","","0"
"2015","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","90800","E","","","0"
"2016","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","93500","E","","","0"
"2017","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","78600","D","","","0"
"2018","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","114600","E","","","0"
"2019","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","89200","E","","","0"
"2020","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","110300","E","","","0"
"2021","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","91800","D","","","0"
"2022","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","70900","D","","","0"
"2023","Calgary, Alberta","2021S0503825","Lone-parent families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432511","19.10.1.4","79600","D","","","0"
"2000","Calgary, Alberta","2021S0503825","Other non-senior families","Total income","Median income excluding zeros","2023 constant dollars","449","units","0","v96432571","19.11.1.4","89400","D","","","0"
